Geography,Gender,AgeGroup,CreditScoreGroup,BalanceSegment,TenureSegment,NumOfProducts,IsActiveMember,Balance,EstimatedSalary,SalarySegment,RiskSegment,RevenueLost,Exited
France,Male,30-45,High,High Balance,Mid-term Customer,1,0,123345.85,141827.83,High Salary,High Risk,0,0
France,Male,30-45,High,Low Balance,Mid-term Customer,2,0,73070.18,161671.15,High Salary,Normal,0,0
France,Male,46-60,High,Low Balance,New Customer,1,0,95120.59,127875.1,High Salary,Normal,0,0
France,Male,30-45,High,High Balance,Long-term Customer,1,0,102800.65,60811.56,Medium Salary,High Risk,0,0
France,Female,60+,High,Low Balance,Mid-term Customer,1,1,97072.42,131177.22,High Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,132876.55,130862.11,High Salary,Normal,0,0
France,Male,Under 30,High,Low Balance,Long-term Customer,2,0,51962.91,45507.24,Low Salary,Normal,0,0
Spain,Female,Under 30,High,Low Balance,Mid-term Customer,1,0,98759.89,112202.64,High Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,1,1,156570.86,37140.2,Low Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,New Customer,1,0,159024.71,100982.93,High Salary,High Risk,159024.71,1
France,Female,30-45,Medium,Low Balance,New Customer,1,1,73493.17,109626.13,High Salary,Normal,73493.17,1
France,Female,30-45,Low,Low Balance,Mid-term Customer,1,0,69617.36,143345.69,High Salary,Normal,0,0
Spain,Female,30-45,Medium,High Balance,Mid-term Customer,2,0,136526.26,59653.03,Medium Salary,High Risk,0,0
France,Male,Under 30,High,High Balance,New Customer,1,1,113736.27,196864.61,High Salary,Normal,0,0
France,Male,46-60,Medium,High Balance,New Customer,1,0,106723.28,109960.4,High Salary,High Risk,106723.28,1
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,1,138847.9,127256.7,High Salary,Normal,0,0
Germany,Female,30-45,High,High Balance,New Customer,2,1,107868.14,146192.4,High Salary,Normal,0,0
Germany,Male,30-45,Medium,Low Balance,New Customer,2,0,96926.12,48553.77,Low Salary,Normal,0,0
France,Male,30-45,High,Low Balance,Mid-term Customer,1,0,77599.23,144407.1,High Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,Mid-term Customer,1,1,178787.54,195760.53,High Salary,Normal,0,0
Germany,Female,30-45,High,High Balance,New Customer,2,1,129668.43,88743.99,Medium Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,Mid-term Customer,2,1,146178.13,88837.11,Medium Salary,Normal,0,0
France,Female,30-45,High,High Balance,New Customer,2,1,154763.21,174800.31,High Salary,Normal,0,0
Germany,Female,46-60,Medium,High Balance,New Customer,1,1,116251.24,42429.88,Low Salary,Normal,116251.24,1
Germany,Female,30-45,Medium,High Balance,New Customer,2,0,100954.88,134175.15,High Salary,High Risk,0,0
France,Female,46-60,Medium,High Balance,Mid-term Customer,2,0,124620.01,92243.94,Medium Salary,High Risk,124620.01,1
France,Male,30-45,Medium,High Balance,Long-term Customer,1,0,112701.04,29213.63,Low Salary,High Risk,0,0
Spain,Male,30-45,Medium,Low Balance,Long-term Customer,1,1,84692.5,67214.02,Medium Salary,Normal,0,0
Germany,Male,46-60,Medium,High Balance,New Customer,1,0,108204.52,169037.84,High Salary,High Risk,108204.52,1
France,Male,30-45,High,Low Balance,Mid-term Customer,1,1,86449.39,188809.23,High Salary,Normal,0,0
Germany,Male,30-45,High,Low Balance,Mid-term Customer,1,1,73194.99,89222.66,Medium Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,Mid-term Customer,1,0,124593.23,86079.67,Medium Salary,High Risk,0,0
Germany,Male,46-60,High,High Balance,New Customer,1,1,119655.77,12944.17,Low Salary,Normal,119655.77,1
Germany,Male,30-45,Medium,High Balance,New Customer,2,1,121765.37,166516.84,High Salary,Normal,0,0
France,Male,30-45,High,High Balance,Mid-term Customer,1,0,110837.73,126419.8,High Salary,High Risk,0,0
Spain,Male,46-60,Medium,Low Balance,Long-term Customer,1,1,99835.17,89103.05,Medium Salary,Normal,0,0
Germany,Female,30-45,Medium,Low Balance,New Customer,2,0,91057.37,132973.17,High Salary,Normal,0,0
Spain,Male,Under 30,Low,High Balance,Mid-term Customer,1,0,149400.27,167522.19,High Salary,High Risk,0,0
Germany,Male,30-45,Medium,Low Balance,Long-term Customer,1,0,89111.63,157239.6,High Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,2,1,132527.9,107429.71,High Salary,Normal,0,0
France,Female,30-45,High,High Balance,Long-term Customer,1,0,114997.42,75304.09,Medium Salary,High Risk,0,0
France,Male,46-60,Low,High Balance,Mid-term Customer,1,0,161798.53,182944.47,High Salary,High Risk,0,0
Germany,Female,Under 30,Medium,Low Balance,New Customer,2,1,96129.32,5983.7,Low Salary,Normal,0,0
France,Male,30-45,High,High Balance,Mid-term Customer,2,0,133050.97,89385.92,Medium Salary,High Risk,0,0
France,Male,46-60,Medium,High Balance,Long-term Customer,2,1,120124.35,168773.54,High Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,Mid-term Customer,1,0,133705.74,134455.84,High Salary,High Risk,0,0
France,Female,30-45,Medium,High Balance,Mid-term Customer,1,0,152805.05,63239.65,Medium Salary,High Risk,0,0
Germany,Female,Under 30,Medium,High Balance,New Customer,3,1,151701.45,170138.68,High Salary,Normal,151701.45,1
France,Female,Under 30,High,High Balance,Mid-term Customer,1,1,112465.06,92977.75,Medium Salary,Normal,0,0
Germany,Male,Under 30,Low,High Balance,Mid-term Customer,1,0,156007.09,191368.37,High Salary,High Risk,0,0
Germany,Male,Under 30,High,High Balance,New Customer,3,0,132405.52,104889.2,High Salary,High Risk,132405.52,1
France,Male,Under 30,High,High Balance,Mid-term Customer,1,0,142662.68,60285.3,Medium Salary,High Risk,0,0
Germany,Male,30-45,High,High Balance,Long-term Customer,2,1,102603.3,180693.61,High Salary,Normal,0,0
Spain,Male,46-60,Medium,High Balance,Mid-term Customer,2,1,105000.85,87412.24,Medium Salary,Normal,105000.85,1
France,Female,30-45,Medium,Low Balance,New Customer,1,0,69518.95,116238.39,High Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,Long-term Customer,2,1,126145.54,138051.19,High Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,138937.35,101617.64,High Salary,Normal,138937.35,1
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,0,113581.98,1985.41,Low Salary,High Risk,0,0
France,Male,30-45,Medium,High Balance,New Customer,1,0,112572.39,165626.6,High Salary,High Risk,0,0
Germany,Male,46-60,Low,High Balance,Long-term Customer,2,0,114514.71,177784.68,High Salary,High Risk,114514.71,1
France,Male,30-45,Medium,Low Balance,New Customer,1,0,84906.45,163216.48,High Salary,Normal,0,0
Spain,Female,30-45,High,High Balance,New Customer,1,1,126816.18,74850.93,Medium Salary,Normal,0,0
Germany,Female,Under 30,Medium,High Balance,New Customer,2,1,105249.76,23491.09,Low Salary,Normal,0,0
Germany,Male,46-60,Low,High Balance,Mid-term Customer,1,0,109387.9,155721.15,High Salary,High Risk,0,0
Germany,Male,Under 30,Medium,High Balance,New Customer,1,0,122478.51,147230.77,High Salary,High Risk,122478.51,1
France,Female,60+,Medium,High Balance,Long-term Customer,2,1,137732.23,133210.44,High Salary,Normal,0,0
France,Female,46-60,High,High Balance,New Customer,1,1,157866.77,18986.12,Low Salary,Normal,0,0
France,Female,30-45,Medium,High Balance,New Customer,1,0,136789.14,59346.4,Medium Salary,High Risk,136789.14,1
France,Male,30-45,Medium,High Balance,Long-term Customer,1,1,144684.03,31805.49,Low Salary,Normal,0,0
France,Male,Under 30,Medium,High Balance,Long-term Customer,1,1,107065.31,51959.82,Medium Salary,Normal,0,0
France,Female,30-45,Medium,Low Balance,Long-term Customer,1,1,91301.72,130824.57,High Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,Mid-term Customer,2,0,207034.96,157694.76,High Salary,High Risk,207034.96,1
France,Female,30-45,Medium,Low Balance,Long-term Customer,2,1,92472.1,126434.61,High Salary,Normal,0,0
France,Male,60+,Medium,High Balance,Long-term Customer,2,1,127738.75,85153,Medium Salary,Normal,0,0
Germany,Female,46-60,Medium,High Balance,Mid-term Customer,2,0,101242.98,12493.61,Low Salary,High Risk,0,0
France,Female,30-45,Medium,Low Balance,Mid-term Customer,2,1,92599.55,167336.78,High Salary,Normal,0,0
France,Male,30-45,Medium,Low Balance,Mid-term Customer,1,0,82373.94,172526.9,High Salary,Normal,82373.94,1
Spain,Male,30-45,High,High Balance,Mid-term Customer,1,0,141356.47,137985.69,High Salary,High Risk,0,0
Spain,Female,46-60,High,Low Balance,New Customer,2,1,72664,107874.39,High Salary,Normal,0,0
France,Female,46-60,High,High Balance,New Customer,2,0,123365.34,171995.34,High Salary,High Risk,0,0
Germany,Male,30-45,High,High Balance,Mid-term Customer,1,0,121898.58,61829.89,Medium Salary,High Risk,0,0
France,Female,30-45,Medium,High Balance,New Customer,3,0,103696.97,155221.05,High Salary,High Risk,103696.97,1
Germany,Female,46-60,Medium,Low Balance,New Customer,2,1,74129.18,62199.78,Medium Salary,Normal,74129.18,1
Germany,Male,Under 30,Medium,High Balance,New Customer,1,0,185379.02,64679.07,Medium Salary,High Risk,0,0
Germany,Female,46-60,Medium,High Balance,New Customer,1,0,118087.68,88120.78,Medium Salary,High Risk,118087.68,1
Spain,Male,30-45,Medium,High Balance,Long-term Customer,1,1,109402.13,66463.62,Medium Salary,Normal,0,0
Germany,Female,30-45,High,High Balance,Mid-term Customer,1,0,130367.87,15142.1,Low Salary,High Risk,130367.87,1
Germany,Female,30-45,High,High Balance,New Customer,2,0,108410.87,102908.91,High Salary,High Risk,0,0
France,Female,46-60,Low,Low Balance,New Customer,2,0,90408.16,48170.57,Low Salary,Normal,0,0
France,Female,30-45,High,Low Balance,Mid-term Customer,2,1,90425.15,11597.69,Low Salary,Normal,0,0
Spain,Female,30-45,High,High Balance,Mid-term Customer,1,0,140094.59,172450.04,High Salary,High Risk,140094.59,1
Germany,Female,46-60,Medium,Low Balance,Mid-term Customer,1,1,95439.4,21038.58,Low Salary,Normal,95439.4,1
Germany,Male,30-45,Medium,High Balance,Mid-term Customer,2,0,204017.4,109538.35,High Salary,High Risk,0,0
Germany,Male,46-60,Low,High Balance,New Customer,1,0,137115.16,146516.86,High Salary,High Risk,137115.16,1
Germany,Male,30-45,Medium,High Balance,Mid-term Customer,2,0,134740.19,181430.91,High Salary,High Risk,0,0
Germany,Male,Under 30,Medium,Low Balance,Mid-term Customer,1,1,98955.87,131712.51,High Salary,Normal,0,0
Germany,Male,30-45,Medium,Low Balance,Long-term Customer,2,0,49157.09,53294.17,Medium Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,New Customer,1,0,130240.33,96546.55,Medium Salary,High Risk,0,0
France,Male,46-60,Medium,High Balance,New Customer,3,1,108019.27,184524.65,High Salary,Normal,108019.27,1
Germany,Male,46-60,High,High Balance,Mid-term Customer,1,0,126725.25,195259.31,High Salary,High Risk,126725.25,1
Germany,Female,30-45,High,Low Balance,Mid-term Customer,1,1,96693.66,172618.52,High Salary,Normal,0,0
Germany,Female,Under 30,High,High Balance,Mid-term Customer,1,1,129810.6,59259.44,Medium Salary,Normal,0,0
France,Male,46-60,High,High Balance,Long-term Customer,1,0,156652.13,25899.21,Low Salary,High Risk,156652.13,1
France,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,130661.96,101918.96,High Salary,Normal,0,0
France,Male,46-60,High,High Balance,New Customer,1,0,130747.1,143829.54,High Salary,High Risk,0,0
Germany,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,106629.49,44114.88,Low Salary,Normal,0,0
Spain,Male,30-45,High,High Balance,New Customer,1,1,112029.83,186948.35,High Salary,Normal,0,0
Germany,Male,Under 30,Medium,High Balance,Mid-term Customer,1,1,130575.26,173629.78,High Salary,Normal,0,0
Germany,Male,Under 30,Medium,Low Balance,Mid-term Customer,1,1,96679.71,49133.45,Low Salary,Normal,0,0
France,Male,46-60,Medium,High Balance,Mid-term Customer,1,0,171740.69,20893.61,Low Salary,High Risk,0,0
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,1,100116.67,199808.1,High Salary,Normal,100116.67,1
Germany,Male,Under 30,Medium,High Balance,New Customer,1,1,120596.93,180490.53,High Salary,Normal,0,0
France,Male,Under 30,High,Low Balance,New Customer,2,1,95984.69,73686.75,Medium Salary,Normal,0,0
France,Male,30-45,High,High Balance,New Customer,1,1,142557.11,172497.73,High Salary,Normal,0,0
Germany,Female,30-45,High,High Balance,Mid-term Customer,1,0,143644.16,22102.25,Low Salary,High Risk,143644.16,1
France,Female,30-45,Medium,High Balance,Mid-term Customer,1,1,132129.72,76068.95,Medium Salary,Normal,0,0
France,Female,60+,High,High Balance,New Customer,1,0,183555.24,159557.28,High Salary,High Risk,183555.24,1
France,Male,30-45,Medium,Low Balance,New Customer,2,1,91902.56,107673.35,High Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,156218.19,33607.72,Low Salary,Normal,0,0
Germany,Female,30-45,Medium,Low Balance,Mid-term Customer,3,0,93259.57,141035.65,High Salary,Normal,93259.57,1
Germany,Female,30-45,Medium,High Balance,New Customer,2,1,168085.38,115719.08,High Salary,Normal,0,0
Germany,Male,46-60,Low,High Balance,New Customer,3,0,107714.74,86128.21,Medium Salary,High Risk,107714.74,1
France,Female,30-45,High,High Balance,Mid-term Customer,2,0,117852.26,147668.64,High Salary,High Risk,0,0
Spain,Female,46-60,Medium,Low Balance,Long-term Customer,2,1,84474.62,190937.09,High Salary,Normal,0,0
Germany,Male,30-45,Low,High Balance,Mid-term Customer,2,1,126803.34,161133.4,High Salary,Normal,0,0
Germany,Female,30-45,Medium,Low Balance,Long-term Customer,1,0,68806.84,33075.24,Low Salary,Normal,0,0
France,Female,30-45,Medium,High Balance,New Customer,1,0,115141.18,39806.75,Low Salary,High Risk,0,0
Spain,Male,30-45,Low,Low Balance,Mid-term Customer,1,1,90723.36,12162.76,Low Salary,Normal,0,0
Germany,Female,46-60,Low,High Balance,New Customer,2,1,151249.45,167237.94,High Salary,Normal,0,0
Germany,Female,30-45,Medium,Low Balance,Long-term Customer,1,0,94752.49,184006.36,High Salary,Normal,94752.49,1
France,Male,30-45,High,High Balance,Mid-term Customer,3,1,132084.66,54474.48,Medium Salary,Normal,132084.66,1
France,Female,46-60,Medium,Low Balance,New Customer,1,1,45472.28,41055.71,Low Salary,Normal,45472.28,1
Germany,Female,30-45,High,High Balance,Long-term Customer,2,0,130229.71,54019.93,Medium Salary,High Risk,130229.71,1
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,0,123948.85,76053.07,Medium Salary,High Risk,0,0
Germany,Male,30-45,High,High Balance,Mid-term Customer,1,1,127415.85,184977.2,High Salary,Normal,127415.85,1
Germany,Male,30-45,Medium,High Balance,Long-term Customer,1,0,110067.71,127678.95,High Salary,High Risk,110067.71,1
Spain,Male,30-45,Medium,Low Balance,Mid-term Customer,1,1,65521.2,1243.97,Low Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,2,1,155736.42,57751.21,Medium Salary,Normal,0,0
France,Female,30-45,High,High Balance,New Customer,2,1,118307.57,136120.29,High Salary,Normal,0,0
Germany,Female,Under 30,High,High Balance,Mid-term Customer,2,0,103099.17,173276.62,High Salary,High Risk,0,0
France,Male,30-45,Low,High Balance,Mid-term Customer,1,0,125789.69,66333.56,Medium Salary,High Risk,125789.69,1
Germany,Female,30-45,Medium,High Balance,Mid-term Customer,1,1,109646.83,70240.79,Medium Salary,Normal,0,0
France,Male,30-45,High,High Balance,New Customer,1,1,127187.86,113553.42,High Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,130385.82,130661.95,High Salary,Normal,0,0
France,Male,Under 30,Medium,High Balance,New Customer,1,1,107787.47,116378.82,High Salary,Normal,0,0
France,Male,30-45,Medium,Low Balance,New Customer,2,1,99325.04,186052.15,High Salary,Normal,0,0
France,Male,46-60,High,High Balance,Mid-term Customer,1,1,123764.95,169952.82,High Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,0,128264.03,61792.76,Medium Salary,High Risk,128264.03,1
Spain,Male,46-60,High,Low Balance,Mid-term Customer,1,1,86006.21,37973.13,Low Salary,Normal,0,0
Germany,Female,30-45,Low,Low Balance,Long-term Customer,2,0,57068.43,188974.81,High Salary,Normal,0,0
Germany,Male,Under 30,High,High Balance,Mid-term Customer,2,1,103607.24,86334.64,Medium Salary,Normal,0,0
Spain,Male,30-45,Medium,Low Balance,New Customer,1,1,99004.24,152845.99,High Salary,Normal,0,0
Spain,Female,Under 30,Medium,High Balance,New Customer,3,0,147386.72,45482.04,Low Salary,High Risk,147386.72,1
Spain,Male,30-45,Low,Low Balance,Mid-term Customer,1,0,93608.28,168816.73,High Salary,Normal,93608.28,1
Germany,Male,60+,Low,High Balance,Long-term Customer,1,0,119496.87,125848.88,High Salary,High Risk,0,0
Germany,Female,Under 30,High,High Balance,Mid-term Customer,1,0,152885.77,58214.79,Medium Salary,High Risk,0,0
France,Male,30-45,Medium,Low Balance,Mid-term Customer,2,1,99607.37,35877.03,Low Salary,Normal,0,0
France,Male,Under 30,Medium,High Balance,Mid-term Customer,1,0,137003.68,21254.06,Low Salary,High Risk,0,0
Germany,Male,46-60,High,High Balance,New Customer,1,1,122831.58,24533.89,Low Salary,Normal,122831.58,1
Spain,Male,30-45,Medium,Low Balance,New Customer,2,0,99811.44,23531.5,Low Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,Long-term Customer,2,0,154712.58,89099.18,Medium Salary,High Risk,0,0
Germany,Female,Under 30,High,High Balance,Mid-term Customer,1,1,147687.24,121592.5,High Salary,Normal,0,0
France,Male,Under 30,Medium,High Balance,New Customer,1,0,127009.83,161909.95,High Salary,High Risk,0,0
Germany,Male,60+,Medium,High Balance,New Customer,1,1,124737.96,90389.61,Medium Salary,Normal,124737.96,1
Spain,Female,30-45,Low,High Balance,New Customer,2,0,179356.28,2919.21,Low Salary,High Risk,179356.28,1
Germany,Male,30-45,High,High Balance,New Customer,3,0,127320.36,163170.32,High Salary,High Risk,0,0
Spain,Male,30-45,Medium,High Balance,New Customer,1,1,125175.58,72757.33,Medium Salary,Normal,0,0
France,Female,Under 30,Medium,High Balance,Mid-term Customer,2,0,186788.96,73286.8,Medium Salary,High Risk,0,0
France,Male,30-45,High,High Balance,New Customer,1,1,148556.74,146056.29,High Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,0,128644.46,167673.37,High Salary,High Risk,0,0
France,Female,46-60,High,High Balance,Mid-term Customer,2,1,127476.73,146011.55,High Salary,Normal,0,0
France,Female,Under 30,Medium,High Balance,Long-term Customer,1,1,159561.93,103381.47,High Salary,Normal,0,0
France,Male,30-45,High,High Balance,New Customer,1,1,112419.92,83022.92,Medium Salary,Normal,0,0
France,Male,Under 30,Medium,High Balance,Long-term Customer,2,1,129991.76,46041.08,Low Salary,Normal,0,0
Germany,Female,30-45,High,Low Balance,Mid-term Customer,2,1,89175.06,152883.95,High Salary,Normal,0,0
Spain,Female,30-45,Medium,High Balance,Mid-term Customer,2,0,162390.52,54702.66,Medium Salary,High Risk,0,0
